Date,Price,Target_RV,RV_Daily,RV_Weekly,RV_Monthly,middle_east__log_fatal_ewma_94_lag0,middle_east__log_fatal_ewma_94_lag1,global__log_fatal_ewma_94_lag0,global__log_fatal_ewma_94_lag1
1990-04-23,382.1,6.635974956532499e-05,3.334247419268986e-05,1.0077371453332816e-05,0.0002345890006547,1.1681750306316676,1.093792963076614,4.8099187175627485,5.084407331509914
1990-04-24,379.0,0.0002059368137348,6.635974956532499e-05,2.333538673716913e-05,0.000236185266526,1.0980845287937675,1.1681750306316676,4.703994940772389,4.8099187175627485
1990-04-25,373.6,6.453237199220769e-07,0.0002059368137348,6.339642313709019e-05,0.0002372387408071,1.1985547804005283,1.0980845287937675,4.601499180739284,4.703994940772389
1990-04-26,373.3,3.509670625827824e-06,6.453237199220769e-07,6.214190152284852e-05,6.575294062321104e-05,1.2433961025198157,1.1985547804005283,4.450175722395717,4.601499180739284
1990-04-27,374.0,4.866664783721785e-05,3.509670625827824e-06,6.195880636771909e-05,6.308428048334084e-05,1.1687923363686268,1.2433961025198157,4.567080875124087,4.450175722395717
1990-04-30,371.4,1.2209137100279573e-05,4.866664783721785e-05,6.50236410966247e-05,6.529640083957801e-05,0.9707802139103991,1.1687923363686268,4.673431047182494,4.567080875124087
1990-05-01,372.7,3.5342203196522405e-06,1.2209137100279573e-05,5.41935186036156e-05,5.025830717226472e-05,0.954122231909372,0.9707802139103991,4.765055734794106,4.673431047182494
1990-05-02,372.0,2.078887809891836e-05,3.5342203196522405e-06,1.37129999205799e-05,5.009658107815994e-05,0.9627916353148964,0.954122231909372,4.717369905519587,4.765055734794106
1990-05-03,373.7,2.5819870542037392e-06,2.078887809891836e-05,1.7741710796379158e-05,5.096061412589335e-05,1.081690475945989,0.9627916353148964,4.664046194977757,4.717369905519587
1990-05-04,373.1,5.8048093095957366e-06,2.5819870542037392e-06,1.755617408205434e-05,4.106425106534568e-05,1.1549441529688724,1.081690475945989,4.563947359692332,4.664046194977757
1990-05-07,374.0,2.875043425144992e-05,5.8048093095957366e-06,8.983806376529918e-06,4.042291415796325e-05,1.2883106710126315,1.1549441529688724,4.717407292680662,4.563947359692332
1990-05-08,372.0,2.078887809891836e-05,2.875043425144992e-05,1.2292065806763988e-05,3.976803213254391e-05,1.2941896924190672,1.2883106710126315,4.67480284623377,4.717407292680662
1990-05-09,373.7,2.331282428395684e-05,2.078887809891836e-05,1.574299736261721e-05,2.98836009962985e-05,1.4046679638296724,1.2941896924190672,4.650075468082223,4.67480284623377
1990-05-10,371.9,1.4224636131158625e-05,2.331282428395684e-05,1.624778659962491e-05,2.379621666002053e-05,1.3863046233199787,1.4046679638296724,4.589326109580873,4.650075468082223
1990-05-11,370.5,2.6268172650194973e-06,1.4224636131158625e-05,1.857631641501589e-05,2.406160319229441e-05,1.3447151767543768,1.3863046233199787,4.639463544054905,4.589326109580873
1990-05-14,369.9,4.182573698830805e-05,2.6268172650194973e-06,1.7940718006100638e-05,2.3924479882507955e-05,1.334798024413319,1.3447151767543768,4.484780621936664,4.639463544054905
1990-05-15,372.3,2.9014306398478706e-05,4.182573698830805e-05,2.0555778553472263e-05,2.5290996911581714e-05,1.351276417694566,1.334798024413319,4.359567500988366,4.484780621936664
1990-05-16,370.3,6.558180396416356e-07,2.9014306398478706e-05,2.220086421338433e-05,2.640762400226035e-05,1.270199832632892,1.351276417694566,4.181171112596257,4.359567500988366
1990-05-17,370.6,0.0001795984193952,6.558180396416356e-07,1.766946296452129e-05,2.643426695196481e-05,1.277165504342112,1.270199832632892,4.055067338341272,4.181171112596257
1990-05-18,375.6,1.6012850419231053e-05,0.0001795984193952,5.074421961733124e-05,3.4341848209236764e-05,1.2421244049151818,1.277165504342112,3.943596772680968,4.055067338341272
1990-05-21,374.1,3.756790607657128e-05,1.6012850419231053e-05,5.342142624817355e-05,3.4755253601423154e-05,1.270696735576563,1.2421244049151818,3.898446161415034,3.943596772680968
