Date,Price,Open,Vol.,Change %,Log_Ret,RV_Daily,RV_Weekly,RV_Monthly
2001-03-29,5.274,5.39,26740.0,-2.04,-0.020642504411331773,0.00042611298837185173,0.0010981071961156158,0.0006951955181379605
2001-03-30,5.025,5.27,40200.0,-4.72,-0.04836363398595546,0.002339041092327466,0.0015388370402688915,0.000798474959259313
2001-04-02,5.103,4.985,27500.0,1.55,0.015403148136694762,0.00023725697252096332,0.0015691770003299864,0.0008050744983150267
2001-04-03,5.115,5.1,22240.0,0.24,0.00234879732175555,5.516848858686044e-06,0.0009727282538093361,0.0007935902553566812
2001-04-04,5.182,5.14,24680.0,1.31,0.013013682736328502,0.0001693559383618145,0.0006354567680881543,0.000794247271949049
2001-04-05,5.422,5.24,35030.0,4.63,0.04527366893655546,0.002049705098976827,0.0009601751902091494,0.0008867088860022694
2001-04-06,5.388,5.49,22950.0,-0.63,-0.006290492528356248,3.9570296249305776e-05,0.0005002810309935173,0.0008865493459694223
2001-04-09,5.477,5.475,23200.0,1.65,0.016383247253466723,0.00026841079056822494,0.0005065117946029695,0.0008919578024547531
2001-04-10,5.559,5.49,22200.0,1.5,0.014860730169748051,0.00022084130117805994,0.0005495766850668443,0.0008250739589302233
2001-04-11,5.385,5.56,28620.0,-3.13,-0.031800925362980605,0.001011298853941863,0.0007179652681828541,0.0008578940617790834
2001-04-12,5.381,5.374,18120.0,-0.07,-0.0007430801010692014,5.521680366050146e-07,0.0003081346819948097,0.0008167216466878843
2001-04-16,5.516,5.52,17460.0,2.51,0.024778729423772742,0.000613985431856541,0.0004230177091162567,0.0008279441435789035
2001-04-17,5.248,5.51,38210.0,-4.86,-0.04980590828926741,0.002480628500518916,0.0008654612511063951,0.0009402190738501356
2001-04-18,5.148,5.26,34920.0,-1.91,-0.01923876190790779,0.0003701299597491638,0.0008953189828206159,0.000935672117019292
2001-04-19,5.101,5.15,18180.0,-0.91,-0.009171690793090706,8.411991200406482e-05,0.0007098831944330562,0.0009380978211809354
2001-04-20,5.128,5.13,24300.0,0.53,0.005279120677579472,2.786911512844714e-05,0.0007153465838514246,0.0008541746634643122
2001-04-23,5.125,5.14,26320.0,-0.06,-0.0005851945938970274,3.424527127263068e-07,0.0005926179880226617,0.0007509998127967721
2001-04-24,5.078,5.125,31340.0,-0.92,-0.00921304174198508,8.488013813955946e-05,0.00011346831554679031,0.0007042745841685147
2001-04-25,4.981,5.06,41280.0,-1.91,-0.019286809191340494,0.0003719810087831762,0.0001138385253535928,0.0007150286358604279
2001-04-26,4.891,4.97,49200.0,-1.81,-0.018233892533926165,0.00033247483693876837,0.0001635095103405335,0.0007262521660751224
2001-04-27,4.867,4.95,26330.0,-0.49,-0.004919050705902838,2.419705984724321e-05,0.00016277509928429271,0.0005915447332744544
2001-04-30,4.695,4.78,29510.0,-3.53,-0.03597961819109094,0.0012945329251766822,0.0004216131937770839,0.0005660365313748617
2001-05-01,4.641,4.685,36840.0,-1.15,-0.01156825240118753,0.00013382446361758106,0.00043140205887268814,0.0005527506893405767
2001-05-02,4.483,4.65,32550.0,-3.4,-0.03463739508573642,0.0011997491383253975,0.0005969556847811324,0.0005009646914313918
2001-05-03,4.527,4.485,27140.0,0.98,0.009767003280519193,9.539435308167268e-05,0.0005495395880097133,0.0004945163905477875
2001-05-04,4.49,4.55,15670.0,-0.82,-0.008206766699658643,6.7351019662626e-05,0.0005581703799727899,0.0004973270346752393
2001-05-07,4.239,4.459,31690.0,-5.59,-0.057525309383662876,0.0033091612196861323,0.0009610960388746799,0.0006400454565536174
2001-05-08,4.279,4.251,28280.0,0.94,0.009391945064179655,8.820863208856859e-05,0.0009519728725688773,0.0005508865262405147
2001-05-09,4.202,4.27,31730.0,-1.8,-0.018158735011871065,0.0003297396572313521,0.0007779709763500684,0.0005640760426487896
2001-05-10,4.348,4.205,40810.0,3.47,0.034155366836154326,0.0011665890837122708,0.0009922099224761879,0.0006049023287007917
2001-05-11,4.278,4.34,28950.0,-1.61,-0.016230358598749228,0.000263424540243993,0.0010314246265924613,0.0006068379304765159
2001-05-14,4.394,4.41,19760.0,2.71,0.02675436330220467,0.000715795955706356,0.0005127515737965062,0.0005934059805567201
2001-05-15,4.653,4.44,47280.0,5.89,0.05727219890009284,0.003280104766851795,0.0011511308007491512,0.000742476553230138
2001-05-16,4.298,4.661,50430.0,-7.63,-0.07936237464219267,0.0062983865088477465,0.0023448601710724304,0.0010008584203661018
2001-05-17,4.248,4.29,34570.0,-1.16,-0.011701514280680964,0.00013692543646098054,0.002138927441622172,0.0008943264629089229
2001-05-18,4.291,4.26,28150.0,1.01,0.010071522069750075,0.00010143555680146283,0.0021065296449336657,0.0008821130809567546
2001-05-21,4.113,4.24,31180.0,-4.15,-0.04236711676110063,0.0017949725826487339,0.0023223649703221416,0.0009598791114406032
2001-05-22,4.123,4.11,34370.0,0.24,0.002428364476475917,5.896954030610154e-06,0.0016675234077579049,0.0009588803768452469
2001-05-23,4.113,4.13,35350.0,-0.24,-0.0024283644764758246,5.896954030609706e-06,0.00040902549679447734,0.0009591328541778781
2001-05-24,4.054,4.125,44170.0,-1.43,-0.014448641218478754,0.0002087632330603232,0.00042339305611434585,0.0009647639039470038
2001-05-25,3.973,4.054,49160.0,-2.0,-0.020182571197346462,0.000407336180135959,0.00048457318078124514,0.0009663709571903119
2001-05-29,3.738,3.945,42030.0,-5.91,-0.06097076779909072,0.0037174345260106378,0.0008690655694536259,0.0011202327612390333
2001-05-30,3.981,3.805,50360.0,6.5,0.06298233498480907,0.003966774520138704,0.0016612410826752446,0.0012994408276159179
2001-05-31,3.914,4.0,42020.0,-1.68,-0.016973175044295633,0.0002880886710843001,0.0017176794260859829,0.0012536933615208098
2001-06-01,3.93,3.898,31550.0,0.41,0.004079556907285343,1.6642784559779554e-05,0.001679255336385874,0.001248366921563637
2001-06-04,4.069,4.098,20060.0,3.54,0.034757843138382934,0.0012081076596324337,0.0018394096322851688,0.0012487468543503203
2001-06-05,3.892,4.098,50740.0,-4.35,-0.04447410469579432,0.001977945988492474,0.0014915119247815363,0.0013343173832326295
2001-06-06,3.801,3.89,30430.0,-2.34,-0.023658974316646902,0.0005597470657157578,0.000810106433896947,0.0013566990216895899
2001-06-07,3.79,3.81,21920.0,-0.29,-0.0028981709127767837,8.399394639665416e-06,0.00075416857860802,0.001206664393278387
2001-06-08,3.922,3.79,30110.0,3.48,0.03423570867981969,0.0011720837488094812,0.0009852567714579603,0.0012559314440384285
2001-06-11,4.179,3.98,42690.0,6.55,0.06347025569162379,0.004028473357560102,0.001549329911043494,0.0014240557031442807
2001-06-12,4.301,4.18,49030.0,2.92,0.028775570335820934,0.0008280334481517777,0.0013193474029753545,0.001408666810618804
2001-06-13,4.112,4.308,38950.0,-4.39,-0.04493802564873534,0.0020194261492063954,0.001611283219673482,0.0014884850655716402
2001-06-14,4.038,4.08,38770.0,-1.8,-0.018160008262218166,0.00032978590008383204,0.0016755605207623154,0.0014709391539524345
2001-06-15,3.979,4.035,22940.0,-1.46,-0.014718988445854227,0.00021664862086919024,0.0014844734951742573,0.0013316911473168615
2001-06-18,3.939,3.94,40030.0,-1.01,-0.01010364745602273,0.0001020836919155946,0.0006991955620453559,0.0010500410192744911
2001-06-19,3.981,3.93,29660.0,1.07,0.010606160029411298,0.00011249063056948186,0.0005560869985288967,0.0010489303462794229
2001-06-20,3.734,3.97,44890.0,-6.2,-0.06405299889864925,0.004102786667910362,0.00097275910226969,0.0012308099422389184
2001-06-21,3.747,3.73,25050.0,0.35,0.003475474692019522,1.2078924334868192e-05,0.0009092177071198972,0.00114976932140647
2001-06-22,3.742,3.769,26140.0,-0.13,-0.0013352919596523773,1.783004617512286e-06,0.0008662445838695618,0.0011495823237058745
2001-06-25,3.446,3.68,43820.0,-7.91,-0.08240608974615998,0.006790763627252174,0.0022039805709368776,0.0014579853543068547
2001-06-26,3.397,3.442,43020.0,-1.42,-0.014321448927291118,0.00020510389937700792,0.002222503224698383,0.0014578190209576132
2001-06-27,3.182,3.37,48110.0,-6.33,-0.06538275926285174,0.004274905208824025,0.0022569269328811155,0.0016336176131707069
2001-06-28,3.28,3.305,27970.0,3.08,0.030333492480457094,0.0009201207660619471,0.002438535301226531,0.001506466987718494
2001-06-29,3.096,3.28,29750.0,-5.61,-0.05773246666857162,0.0033330377076377328,0.0031047862418305755,0.00147766076896845
2001-07-02,3.117,3.09,24460.0,0.68,0.0067600450577193615,4.569820918239597e-05,0.0017557731582166197,0.0014666430207001815
2001-07-03,3.201,3.15,18460.0,2.69,0.026592260202526093,0.0007071483026788531,0.0018561820388769885,0.0014980296351601392
2001-07-05,3.136,3.25,28830.0,-2.03,-0.02051515849956456,0.00042087172826225596,0.001085375342764635,0.001462246183734222
2001-07-06,3.218,3.17,21350.0,2.61,0.0258119460820301,0.000666256560541629,0.0010346025016605713,0.0014026239370091835
2001-07-09,3.153,3.201,40960.0,-2.02,-0.0204056680072677,0.0004163912868228285,0.00045127321749759044,0.0013961077652413234
2001-07-10,3.282,3.152,34310.0,4.09,0.04009861210497543,0.0016078986927452821,0.0007637133142101677,0.0014688122787915785
2001-07-11,3.342,3.315,37410.0,1.83,0.018116437505302785,0.0003282053078835414,0.0006879247152511054,0.0014304541678403996
2001-07-12,3.428,3.38,23350.0,2.57,0.02540757056233124,0.0006455446418798411,0.0007328592979746224,0.001276684680764024
2001-07-13,3.25,3.42,24950.0,-5.19,-0.05332200439388722,0.002843236152581728,0.001168255216382642,0.0013682848036926582
2001-07-16,3.068,3.22,27550.0,-5.6,-0.0576291128366363,0.0033211146463377585,0.0017491998882856283,0.0014274524626531747
2001-07-17,3.165,3.065,30740.0,3.16,0.031127172091129692,0.0009689008423908032,0.0016214003182147322,0.0014565031418489458
2001-07-18,3.087,3.175,37610.0,-2.46,-0.02495331007611718,0.0006226676837548513,0.0016802927933889944,0.001474958553798294
2001-07-19,2.939,3.076,39300.0,-4.79,-0.049130358083241975,0.00241379208538758,0.0020339422820905423,0.0015800362080470207
2001-07-20,2.955,2.949,18510.0,0.54,0.005429263421281286,2.9476901297662975e-05,0.0014711904318337292,0.0015762628567164837
2001-07-23,2.978,2.94,23860.0,0.78,0.007753283403755664,6.011340353895302e-05,0.0008189901832739679,0.0013925049810632377
2001-07-24,2.97,2.99,25020.0,-0.27,-0.0026899814472090243,7.236000186328757e-06,0.0006266572148330731,0.0013922848481473951
2001-07-25,3.276,2.972,47870.0,10.3,0.09806121317621454,0.009616001529590992,0.002425323984000301,0.001829294781100735
2001-07-26,3.128,3.28,56020.0,-4.52,-0.04622934330775829,0.002137152182666576,0.0023699960034561,0.001617766988165026
2001-07-27,3.167,3.28,45800.0,1.25,0.01239094487343794,0.00015353551485657794,0.0023948077261678833,0.0016154229706868246
2001-07-30,3.353,3.21,30080.0,5.87,0.057070699927588835,0.003257064790224888,0.0030341980035050705,0.0015691574971141368
2001-07-31,3.296,3.35,31080.0,-1.7,-0.017145855436866374,0.0002939803586619202,0.0030915468752001885,0.0015406965695050443
2001-08-01,3.081,3.3,37090.0,-6.52,-0.06745539243269438,0.004550229968248803,0.0020783925629317508,0.0015960234904419113
2001-08-02,3.192,3.09,30580.0,3.6,0.03539345997303147,0.001252697008862581,0.001901501528170952,0.001650887072245556
2001-08-03,2.971,3.16,29690.0,-6.92,-0.07174908310709176,0.00514793092670836,0.0029003806105413086,0.0018527408278832611
2001-08-06,3.027,2.965,18900.0,1.88,0.018673433559111007,0.0003486971208865332,0.0023187070766736376,0.0018494601639116376
2001-08-07,2.971,3.05,27770.0,-1.85,-0.018673433559111025,0.00034869712088653383,0.00232965042911856,0.0018350256439273148
2001-08-08,3.036,2.972,29400.0,2.19,0.021642263052912822,0.0004683875500514754,0.0015132819454790948,0.0018373891104377078
2001-08-09,2.956,3.065,26400.0,-2.64,-0.026703856447428148,0.0007130959491648499,0.0014053617335395483,0.001796716258456779
2001-08-10,3.04,2.959,110.0,2.84,0.028020512332175115,0.0007851491113575776,0.0005328053704693918,0.0018174864313419622
2001-08-13,2.999,3.005,19500.0,-1.35,-0.013578615651258322,0.00018437880300459746,0.0004999417068930047,0.001796524347756724
2001-08-14,3.094,3.0,33190.0,3.17,0.03118585238400216,0.0009725573889167732,0.0006247137604990527,0.0017114934948628624
2001-08-15,3.468,3.109,43390.0,12.09,0.11411330676742105,0.013021846781395544,0.003135405606767866,0.0021524358646382163
2001-08-16,3.367,3.43,54410.0,-2.91,-0.029555918739358006,0.0008735523325275337,0.003167496883440403,0.0021481018414626135
2001-08-17,3.303,3.355,33480.0,-1.9,-0.0191909937702849,0.00036829424189111377,0.0030841259095471104,0.0021365394122869886
2001-08-20,3.187,3.279,19320.0,-3.51,-0.035751110973453244,0.001278141935836169,0.0033028785361134245,0.002084918950943743
2001-08-21,3.166,3.195,18080.0,-0.66,-0.006611073976378973,4.3706299121155286e-05,0.003117108318154301,0.0020855657417539015
2001-08-22,2.848,3.165,40590.0,-10.04,-0.10585196790909109,0.01120463911022725,0.0027536667839206425,0.0025921350920579153
2001-08-23,2.811,2.865,42440.0,-1.3,-0.013076701625334433,0.0001710001253980242,0.0026131563424947406,0.002599578915931174
2001-08-24,2.706,2.81,22330.0,-3.74,-0.038068762175798576,0.0014492306535975124,0.0028293436248360204,0.00222836205793147
2001-08-27,2.544,2.64,31240.0,-5.99,-0.06173388427072053,0.003811072467150716,0.00333592973109893,0.0023044493435898403
2001-08-28,2.415,2.544,49790.0,-5.07,-0.05203835837333967,0.002707990742192131,0.0038687866197131245,0.0024205609448323655
2001-08-29,2.295,2.42,53290.0,-4.97,-0.05096644359202763,0.002597578372419334,0.0021473744721515415,0.0023905842894775676
2001-08-30,2.395,2.4,36810.0,4.36,0.04265038735037022,0.0018190555411366199,0.0024769855552992607,0.0024599058886809635
2001-08-31,2.38,2.395,18540.0,-0.63,-0.006282743179495292,3.947286185949462e-05,0.002195033996951657,0.0022548714747541764
2001-09-04,2.359,2.283,24280.0,-0.88,-0.008862687257845317,7.854722543037376e-05,0.0014485289486075887,0.0022015010300527123
2001-09-05,2.42,2.37,36530.0,2.59,0.02552973974305695,0.0006517676113482214,0.0010372843224388066,0.0019971299702636154
2001-09-06,2.44,2.43,1320.0,0.83,0.008230499136515444,6.774111603618146e-05,0.0005313168711621761,0.0019843592427704173
2001-09-07,2.5,2.444,23190.0,2.46,0.024292692569044483,0.000590134912254109,0.000285532745385674,0.00199533368783258
2001-09-10,2.392,2.469,27890.0,-4.32,-0.04416089578576978,0.0019501847166016192,0.0006676751163340989,0.00206268810449395
2001-09-14,2.552,2.7,5280.0,6.69,0.06474752939415811,0.0041922425626473685,0.0014904141837774978,0.002220831132379519
2001-09-17,2.369,2.425,21380.0,-7.17,-0.07440944030589498,0.005536764806636549,0.0024674136228351636,0.002436813663983109
2001-09-18,2.225,2.3,15350.0,-6.08,-0.06271100955844497,0.0039326707198393766,0.0032403995435958026,0.0026071905692937806
2001-09-19,2.102,2.2,26430.0,-5.53,-0.0568676431634443,0.0032339288389648334,0.003769158328937947,0.0027099801806596017
2001-09-20,2.137,2.115,27730.0,1.67,0.01651370388225132,0.00027270241591068235,0.00343366186879976,0.0021304736185921076
2001-09-21,2.103,2.136,20140.0,-1.59,-0.016038079616447785,0.00025721999778351796,0.00264665735582699,0.0021024585124673795
2001-09-24,1.91,2.04,28950.0,-9.18,-0.09626165466202442,0.009266306158270848,0.00339256562615385,0.0025069135995755497
2001-09-25,1.925,1.9,42000.0,0.79,0.007822725681209078,6.119503708344803e-05,0.0026182704896026638,0.002451597831450426
2001-09-26,1.83,1.91,45850.0,-4.94,-0.05061000088641799,0.00256137218972323,0.002483759159754343,0.002566037190114157
2001-09-27,2.253,2.222,13240.0,23.11,0.2079466945967778,0.04324182779372558,0.011077584235317323,0.00402227303936408
2001-09-28,2.244,2.253,540.0,-0.4,-0.0040026737896574445,1.6021397466410687e-05,0.011029344515253902,0.004015228551730826
2001-10-01,2.208,2.22,16610.0,-1.6,-0.016172859245601072,0.00026156137617802406,0.009228395558835336,0.003961243584575395
2001-10-02,2.268,2.22,25380.0,2.72,0.026811257450656552,0.0007188435260853865,0.009359925256635723,0.003820687723617879
2001-10-03,2.32,2.28,23360.0,2.29,0.022668799812712893,0.0005138744849488521,0.00895042571568085,0.003720955166470458
2001-10-04,2.414,2.3,32440.0,4.05,0.03971793699712128,0.001577514519307295,0.0006175630607971909,0.003674588627692638
2001-10-05,2.227,2.44,32940.0,-7.75,-0.08062973440010932,0.006501154069432171,0.0019145895951903432,0.0038874112880697077
2001-10-08,2.27,2.27,22930.0,1.93,0.019124443218080784,0.0003657443284015961,0.001935426185635057,0.003902241809276167
2001-10-09,2.388,2.272,30070.0,5.2,0.05067636403704422,0.0025680938720150292,0.0023052762548209857,0.004015403020484561
2001-10-10,2.48,2.39,34840.0,3.85,0.037802364646535275,0.00142901877286962,0.0024883051124051396,0.004050732618735533
2001-10-11,2.531,2.49,35030.0,2.06,0.020355921386096362,0.00041436353547693526,0.0022556749156390677,0.004066488183255567
2001-10-12,2.43,2.53,33000.0,-3.99,-0.040723224210529846,0.0016583809901010841,0.00128712029977285,0.004115044823157703
2001-10-15,2.378,2.4,21430.0,-2.14,-0.021631459083866968,0.0004679200220970108,0.0013075554385119329,0.0040476691552256755
2001-10-16,2.592,2.38,43530.0,9.0,0.08616998022143817,0.007425265491363045,0.0022789897623815363,0.00419462474289457
2001-10-17,2.418,2.597,48350.0,-6.71,-0.06948902629742736,0.00482872477576455,0.0029589309629605223,0.00416244110512766
2001-10-18,2.486,2.43,30440.0,2.81,0.027734240895918482,0.0007691881180728372,0.0030298958794797025,0.004018646441411
2001-10-19,2.681,2.52,45480.0,7.84,0.07551486616530288,0.0057024950119636065,0.0038387186838522076,0.004130853994729126
2001-10-22,2.807,2.7,33250.0,4.7,0.04592643812592321,0.0021092377189342528,0.004166982223219656,0.004214332872139288
2001-10-23,2.681,2.77,36670.0,-4.49,-0.045926438125923175,0.0021092377189342497,0.0031037766687338963,0.004298515495827958
2001-10-24,2.981,2.66,47210.0,11.19,0.10606895544211205,0.01125062330858075,0.004388156375297136,0.004388711729932953
2001-10-25,2.938,2.96,47810.0,-1.44,-0.014529736944248755,0.00021111325566906716,0.004276541402816383,0.004395526194414117
2001-10-26,3.041,2.941,43770.0,3.51,0.03445733094354201,0.0011873076557527777,0.003373503931574216,0.004333068715597279
2001-10-29,3.202,3.036,52810.0,5.29,0.05158920587929539,0.0026614461632563265,0.003483945620438632,0.0024885059142123124
2001-10-30,3.183,3.35,37040.0,-0.59,-0.00595146627456721,3.5419950817310906e-05,0.0030691820668152436,0.002489387666637354
2001-10-31,3.291,3.195,39810.0,3.39,0.0333673216612472,0.0011133781548451366,0.001041733036068121,0.0025281066111222227
2001-11-01,3.29,3.321,36910.0,-0.03,-0.0003039051839223812,9.235836081489635e-08,0.0009995288566064706,0.0024954361034983785
2001-11-02,3.248,3.295,32560.0,-1.28,-0.012848142477848911,0.00016507476513110555,0.000795082278482136,0.0024795815707793897
2001-11-05,2.922,3.13,43990.0,-10.04,-0.10577110897092382,0.011187527492939041,0.002500298544418679,0.0029164003423081055
2001-11-06,2.88,2.92,40830.0,-1.44,-0.014478019180653225,0.0002096130393953627,0.0025351371621342893,0.0026304212045791596
2001-11-07,2.87,2.9,33160.0,-0.35,-0.003478264376324697,1.2098323071609434e-05,0.002314881195779584,0.0026143463861550693
2001-11-08,2.96,2.83,30370.0,3.14,0.03087723856443923,0.0009534038613652931,0.0025055434963804795,0.002540951385670991
2001-11-09,2.925,2.95,33170.0,-1.18,-0.011894787652149207,0.00014148597328972123,0.0025008257380122025,0.0024824271675082674
2001-11-12,2.733,2.84,32600.0,-6.56,-0.06789457373788879,0.004609673143049618,0.0011852548680343182,0.0026731230587615715
2001-11-13,2.798,2.74,32210.0,2.38,0.02350496929735845,0.0005524835816697635,0.0012538289764891983,0.0026228549947419663
2001-11-14,2.676,2.81,37160.0,-4.36,-0.044581733977307386,0.0019875310044234038,0.0016489155127595572,0.0026919282212113475
2001-11-15,2.551,2.71,34040.0,-4.67,-0.04783770310630768,0.0022884458384872393,0.0019159239081839464,0.002458436418807902
2001-11-16,2.637,2.555,36840.0,3.37,0.033156468211475255,0.0010993513842585691,0.002107496990377716,0.0022889194464667207
2001-11-19,2.791,2.61,37180.0,5.84,0.05675804718303537,0.0032214759200316695,0.0018298575457741263,0.0024003870738284858
2001-11-20,2.852,2.845,49670.0,2.19,0.021620547997864392,0.000467448095727958,0.0018128504485857649,0.0021624303958177747
2001-11-21,2.813,2.85,36640.0,-1.37,-0.013768973044329585,0.00018958461869547473,0.0014532611714401793,0.002075173436716012
2001-11-26,2.696,2.692,40620.0,-4.16,-0.04248233645765918,0.001804748910901758,0.0013565217859230832,0.0020613330363508987
2001-11-27,2.606,2.69,64850.0,-3.34,-0.0339527143474073,0.0011527868115566375,0.0013672088713826966,0.001602340468304348
2001-11-28,2.316,2.594,74280.0,-11.13,-0.11797491899190454,0.01391808151114644,0.003506529989605651,0.002225384479916956
2001-11-29,2.561,2.73,38810.0,10.58,0.10055624750663945,0.010111558912616534,0.005435352152983366,0.002631032264319854
2001-11-30,2.701,2.56,41090.0,5.47,0.053224267593090305,0.002832822660820883,0.005963999761408448,0.002638822105118243
2001-12-03,2.634,2.63,10.0,-2.48,-0.0251184714893893,0.0006309376099632631,0.005729237501220749,0.002665891089624877
2001-12-04,2.563,2.55,35430.0,-2.7,-0.02732515593915508,0.0007466641470991422,0.005648012968329249,0.0026492222710909684
2001-12-05,2.491,2.51,34540.0,-2.81,-0.028494211101890723,0.0008119200663191126,0.003026780679363784,0.002686123530543618
2001-12-06,2.565,2.49,39190.0,2.97,0.029274242342689365,0.000856981264738507,0.0011758651497881787,0.002717573825980318
2001-12-07,2.568,2.61,32560.0,0.12,0.0011689072049819618,1.366344053858742e-06,0.0006095738864347739,0.0022091119555764462
2001-12-10,2.747,2.64,41130.0,6.97,0.06738202128542203,0.004540336792509068,0.001391453722943935,0.002405963035263433
2001-12-11,2.803,2.743,51700.0,2.04,0.020180865069514522,0.0004072673149539514,0.0013235743565148967,0.0024239252621671755
2001-12-12,2.719,2.79,33350.0,-3.0,-0.03042610653231764,0.0009257479587159421,0.0013463399349942624,0.002422668175683114
2001-12-13,2.756,2.73,29210.0,1.36,0.013516187501078384,0.00018268732456430754,0.0012114811469594226,0.0024245409643774136
2001-12-14,2.846,2.765,46700.0,3.27,0.03213414651624849,0.001032603372327725,0.001417728552614196,0.002261946883890055
2001-12-17,2.686,2.85,52660.0,-5.62,-0.05786140156661483,0.003347941791253057,0.0011792495523629937,0.002389013166143841
2001-12-18,2.657,2.695,39280.0,-1.08,-0.010855431323369292,0.00011784038921638717,0.0011213641672154812,0.0023040272290889767
2001-12-19,2.616,2.67,39020.0,-1.54,-0.01555123318272411,0.00024184085350345942,0.0009845827461729844,0.0022109997297715322
2001-12-20,2.686,2.62,36620.0,2.68,0.026406664506093424,0.0006973119303373742,0.0010875076673275978,0.0021927252091387506
2001-12-21,2.895,2.69,2320.0,7.78,0.07493201292391284,0.005614806560829441,0.002003948305027941,0.0023015129655386494
2001-12-26,2.911,2.909,45790.0,0.55,0.005511553738527642,3.0377224612678023e-05,0.0013404353916998653,0.002281646107760682
2001-12-27,2.555,2.861,75320.0,-12.23,-0.13044444110781836,0.01701575221593109,0.004720017757042806,0.0030464719076350277
